EntityId,Name,Type,AlsoKnownAs,WDId,WDUrl,WDDescription,WDSource
y2jSkz6uP,chief operating officer,POSITION,"{'chief operations officier', 'Operations officer', 'Chief of operations', 'COO'}",Q623279,https://www.wikidata.org/wiki/Q623279,executive position,OpenTapioca
9Yhqd0xlg,Sheraton Hotel,GPE,,,,,
DJBgw9Zpw,Sheraton Hotel,ORG,,,,,
Wos5nZ2mW,Pretoria Central Police Station,FAC,,,,,
hff58fuh9,National Prosecution Authority,ORG,"{'National Prosecuting Authority', 'NPA', 'IPID'}",Q6975097,https://www.wikidata.org/entity/Q6975097,South African government agency,OpenTapioca
0BkAgga8L,Phindi Mjonondwane,PERSON,,,,,
WrvDn0ujR,Patrick Gillingham,PERSON,,,,,
wNUTxEHse,SSA,ORG,"{'State Security Agency', 'Correctional Services', 'SSA', 'Intelligence'}",Q7603530,https://www.wikidata.org/entity/Q7603530,department of the South African government,PyWikibot
tZZ5jbTN7,Brian Molefe,PERSON,,Q44147245,https://www.wikidata.org/entity/Q44147245,South African politician,OpenTapioca
gPUMKZGDy,Anoj Singh,PERSON,,,,,
LGq5QNLwQ,Trillian Capital,ORG,,,,,
AUnauLLiM,Malusi Gigaba,PERSON,{'Knowledge Malusi Nkanyezi Gigaba'},Q1887900,https://www.wikidata.org/entity/Q1887900,South African politician,OpenTapioca
9x4jmJj51,Chief Justice Raymond Zondo,PERSON,,,,,
AFdrclGFw,Aubrey Ledwaba,PERSON,,,,,
Osbwm2w4S,Deputy Judge President,POSITION,,,,,
6CCigdKC1,Guptas,PERSON,,,,,
O5oOFyZXY,Duduzane,PERSON,,,,,
HLTJBZqu0,"Zuma can't have questions in advance, says Zondo commission",EVENT,,,,,
WzDAoUJAR,former president,POSITION,,,,,
bBgI4IvzP,News24on,ORG,,,,,
XC9MbkCKm,allegations,EVENT,,,,,
6HPfbBTjv,Khehla Sith,PERSON,,,,,
smNtGUMNr,National Police Commissioner General,POSITION,,,,,
8NZEP2dNd,National Treasury director-general,POSITION,,,,,
JyAEkmkSh,finance minister,POSITION,,,,,
Ey1GyTXZc,Nhlanhla Nene,PERSON,{'Nhlanhla Musa Nene'},Q7023365,https://www.wikidata.org/entity/Q7023365,South African politician,OpenTapioca
zmMQnR5XO,ANC national executive committee,ORG,,,,,
NmnC7p2EQ,Vincent Maleka,PERSON,,,,,
HcyztbAyD,Advocate,POSITION,,,,,
xIHN5taTU,evidence leader,OCCUPATION,,,,,
cOcUcM9tF,Treasury,ORG,,,,,
g2hUXsT19,government,ORG,,,,,
GDuPUFQGJ,Mkhuleko Hlengwa,PERSON,,Q47529853,https://www.wikidata.org/entity/Q47529853,South African politician,OpenTapioca
Se7lJvcdI,Inkatha Freedom Party,ORG,"{'IFP', 'Inkatha National Cultural Liberation Movement'}",Q654444,https://www.wikidata.org/entity/Q654444,political party in South Africa,PyWikibot
mkhgpEZVe,Minister of Environmental Affairs,POSITION,,,,,
nIG5Gees3,Minister of Mineral Resources,POSITION,,,,,
ANp1ve1T6,Thabang Makwetla,PERSON,"{'Thabang Sampson Phathakge Makwetla', 'Thabang Sampson Makwetla'}",Q7708835,https://www.wikidata.org/entity/Q7708835,South African politician,OpenTapioca
xOpFJgV6y,Deputy Minister of Justice and Correctional Services,POSITION,,,,,
NQNCKIdAb,KwaZulu-Natal Division,ORG,"{'KwaZulu-Natal Division of the High Court of South Africa', 'KwaZulu-Natal High Court'}",Q6449885,https://www.wikidata.org/wiki/Q6449885,"superior court of law in KwaZulu-Natal, South Africa",PyWikibot
rF6cXJzo2,Mxolisi Nxasana,PERSON,,Q17076051,https://www.wikidata.org/entity/Q17076051,South African lawyer,OpenTapioca
lR1woJVza,Waterkloof landing,EVENT,,,,,
anVRsSoVc,Estina Dairy Farm,ORG,,,,,
REladZsq2,multibillion rand arms deal,EVENT,,,,,
TZlAtln5A,controversial company,EVENT,,,,,
08YScLUG1,controversial company gave vast amounts of cash to secure and keep government contracts,EVENT,,,,,
9bFGb1wdf,Ncediso Goodenough Kodwa,PERSON,{'Zizi Kodwa'},Q47890821,https://www.wikidata.org/entity/Q47890821,South African politician,OpenTapioca
LaQbfEfPp,Dennis Bloem,PERSON,,Q117485316,https://www.wikidata.org/wiki/Q117485316,South African politician,PyWikibot
mWcry8Qdb,Nomgcobo Jiba,PERSON,,Q27063170,https://www.wikidata.org/entity/Q27063170,,OpenTapioca
0WPFi6TWF,Vytijie Mentor,PERSON,,,,,
P8CQZTJWZ,Fana Hlongwane,PERSON,,Q5433610,https://www.wikidata.org/entity/Q5433610,businessperson,OpenTapioca
toxR4E1H0,Gupta's,PERSON,,,,,
RJFLJrRyG,Saxonwold,GPE,,Q7428860,https://www.wikidata.org/wiki/Q7428860,"place in Gauteng, South Africa",PyWikibot
ZhLFVRjNS,Noxolo Kwaza,PERSON,,,,,
RZx5muiiI,Gauteng police,ORG,,,,,
DtCpaVlcG,Thandi Modise,PERSON,,Q1625605,https://www.wikidata.org/wiki/Q1625605,South African politician,PyWikibot
1c1Zyvarf,National Assembly Speaker,POSITION,,,,,
wWVyK2Yxw,Amos Masondo,PERSON,{'Nkosiyakhe Amos Masondo'},Q474285,https://www.wikidata.org/entity/Q474285,South African politician,OpenTapioca
cr3MTvicR,National Council of Provinces,ORG,"{'NCOP', 'National Council of Provinces, ""NCOP""'}",Q2119484,https://www.wikidata.org/entity/Q2119484,upper house of the Parliament of South Africa,OpenTapioca
fmb3fHsja,Paul Pretorius SC,PERSON,,,,,
7laExw88Y,KwaSizabantu Mission,ORG,,,,,
gbjnIxCPG,Estcourt Correctional Centre,FAC,,,,,
cp8rXBfCK,correctional services commissioner,POSITION,,,,,
qRGS1AAcD,Bosasa bribes scandal,EVENT,,,,,
gS9Zds9K7,Free State human settlements MEC,POSITION,,,,,
KUxbkr9lP,Free State human settlements,ORG,,,,,
HVxgKZfd0,Nthimotse Mokhesi,PERSON,,,,,
YqyAfGWXi,Free State Department of Human Settlements,ORG,,,,,
5bZjfBX3i,Stream,ORG,,,,,
Na2r5hLI9,Justice Minister,POSITION,,,,,
UuxAUGsYU,Bulelani Magwanishe,PERSON,,,,,
M3qUFsZEM,ANC MP,ORG,,,,,
6JXFhVQ3n,EWN,ORG,,,,,
FORVzD3f9,Parliament of the United Kingdom,ORG,"{'British Parliament', 'Parliament of the UK', 'Westminster', 'Parliament of the United Kingdom of Great Britain and Northern Ireland', 'Parliament of Britain', 'United Kingdom Parliament', 'UK Parliament', 'Parliament', 'British legislature', 'U.K. Parliament'}",Q11010,https://www.wikidata.org/entity/Q11010,supreme legislative body of the United Kingdom,PyWikibot
7PlvwpJpY,Pule Mothibe,PERSON,,,,,
PPgL6q2Aq,PwC South Africa,ORG,,,,,
XTaGuFcoi,PricewaterhouseCoopers (PwC),ORG,,,,,
uiWmYb78n,Richard le Roux,PERSON,,,,,
3E5t7yZuR,Mineral Resources Minister,POSITION,,,,,
KHtmmsyxu,Linda Mti,PERSON,,Q117485318,https://www.wikidata.org/wiki/Q117485318,South African politician,PyWikibot
QG6Lgb32e,Dhanajaya Gangulu Naidoo,PERSON,,,,,
fBSJu1fWA,Kobus Roelofse,PERSON,,,,,
P89fwRZDw,Zondo,PERSON,,,,,
GrE8kdLwP,testify,OCCUPATION,,,,,
chTYbKmHi,Mulangi Mphego,PERSON,,,,,
jIpLTHMmG,Crime Intelligence,ORG,{'CI'},Q5185198,https://www.wikidata.org/wiki/Q5185198,South African intelligence agency,PyWikibot
AXQMiQdWY,Aaron Motsoaledi,PERSON,{'Pakishe Aaron Motsoaledi'},Q302359,https://www.wikidata.org/entity/Q302359,South African politician,OpenTapioca
JfkytJMQ4,interior minister,POSITION,"{'minister of home affairs', 'Minister of the Interior', 'minister of interior', 'internal affairs minister', 'home affairs minister', 'Minister of Internal Affairs'}",Q17578116,https://www.wikidata.org/wiki/Q17578116,minister in charge of interior or home affairs,OpenTapioca
gsQDFF01Q,United States Department of Justice,ORG,"{'Justice Department', 'U.S. DOJ', 'justice.gov', 'Department of Justice', 'USDOJ', 'United States Justice Department', 'U.S. Justice Department', 'U.S. Department of Justice', 'DOJ'}",Q1553390,https://www.wikidata.org/entity/Q1553390,U.S. federal executive department in charge of law enforcement,OpenTapioca
A8Aca06Vc,Emirate of Dubai,GPE,"{'Dubai', 'Dubai (emirate)'}",Q612,https://www.wikidata.org/entity/Q612,one of the seven emirates of the United Arab Emirates,PyWikibot
klNzOJ89o,United Arab Emirates,GPE,"{'U.A.E.', '🇦🇪', 'Emirates', 'UAE', 'the United Arab Emirates', 'ae', 'the UAE', 'the Emirates', 'the U.A.E.'}",Q878,https://www.wikidata.org/entity/Q878,sovereign state in Southwest Asia,PyWikibot
DD4z6ioVX,Salim Essa,PERSON,,Q43078635,https://www.wikidata.org/entity/Q43078635,South African businessman,OpenTapioca
uPfXJ2zNQ,Abu Dhabi,GPE,"{'Abū Dhabi', 'Abudhabi'}",Q1519,https://www.wikidata.org/entity/Q1519,capital city of the United Arab Emirates,PyWikibot
qwcP7Z8hh,Uncac,EVENT,,,,,
wY8uR7acf,Kevin Wakeford,PERSON,,,,,
WQtPCcmfs,Armscor,ORG,{'Armaments Corporation of South Africa'},Q2685228,https://www.wikidata.org/entity/Q2685228,South African arms acquisition and sales agency,OpenTapioca
5UsZn5ekB,Zondo's,POSITION,,,,,
ZuYCsOvGP,Passenger Rail Agency of South Africa,ORG,{'PRASA'},Q1434734,https://www.wikidata.org/entity/Q1434734,company,OpenTapioca
uQUTNIgqL,Popo Molefe,PERSON,{'Popo Simon Molefe'},Q7229446,https://www.wikidata.org/entity/Q7229446,South African politician,PyWikibot
Oj3pwBChe,Arthur Fraser,PERSON,,,,,
kSjCbwr7m,allegations of impropriety and wrongdoing,EVENT,,,,,
Evsd0aJPY,chairperson of the commission,PERSON,,,,,
MrWCdBaVq,corruption,OCCUPATION,,,,,
M3Qegr9qF,Business Leadership South Africa,ORG,,,,,
sgoJbdxnw,Busisiwe Mavuso,PERSON,,Q115793281,https://www.wikidata.org/entity/Q115793281,"Chief Executive Officer, Business Leadership South Africa, South Africa",OpenTapioca
qvFTHzQ0W,Zahira Grimwood,PERSON,,,,,
EMCrnxCA4,MVC,ORG,,,,,
Wb8kObJyi,nine years in office,PERSON,,,,,
aK98M69oK,Itumeleng Mosala,PERSON,,Q47890555,https://www.wikidata.org/entity/Q47890555,South African politician,OpenTapioca
CoAMhW5Uw,the commission's,ORG,,,,,
f0fYvw8ky,Zuma's lawyers,PERSON,,,,,
PJCdZtEjB,former president's right to silence,EVENT,,,,,
dc5IzoQzS,The New Yorker,PERSON,{'New Yorker magazine'},Q217305,https://www.wikidata.org/entity/Q217305,American weekly magazine,PyWikibot
2cPO1UNsf,foreign policy,OCCUPATION,,,,,
AIubYViDw,Peet Venter,PERSON,,,,,
xiXpwlKkc,the state capture commission,ORG,,,,,
3UmpvvVbl,Mineral Resources and Energy Minister,POSITION,,,,,
tpPzmjKuj,finance ministers,POSITION,,,,,
WzCOuMzrj,Derek Hanekom,PERSON,"{'Derek André Hanekom', 'Derek Andre Hanekom'}",Q3023722,https://www.wikidata.org/entity/Q3023722,South African politician,OpenTapioca
GWQcDh9ur,Dondo Mogajane,PERSON,,,,,
xNxR07lgU,Steve Swart,PERSON,,,,,
GUprflkvk,ACDP,ORG,,,,,
faRmVXyCs,Department of Justice and Correctional Services,ORG,,,,,
7hJXTlfJL,Treasury director-general,POSITION,,,,,
yiRHqiltZ,Chris Jafta,PERSON,{'Christopher Nyaole Jafta'},Q5106985,https://www.wikidata.org/entity/Q5106985,lawyer and judge,OpenTapioca
pXQgBr0es,Hamburg,GPE,"{'Hamburg, Germany', 'Hamburg, Freie und Hansestadt', 'Free and Hanseatic City of Hamburg'}",Q1055,https://www.wikidata.org/entity/Q1055,city and federal state in the North of Germany,PyWikibot
SFUkO2tTf,Germany,GPE,"{'BRD', 'GER', 'GFR', 'BR Deutschland', 'Federal Republic of Germany', 'Deutschland', 'de', 'Bundesrepublik Deutschland', 'DE'}",Q183,https://www.wikidata.org/entity/Q183,country in Central Europe,PyWikibot
Gz8Y4fr6y,Rappler,PERSON,{'rappler.com'},Q14903716,https://www.wikidata.org/entity/Q14903716,news website company in the Philippines,PyWikibot
E4gtSns06,Global Investigative Journalism Network,ORG,"{'GIJN', 'Global Investigative Journalism Network, Inc.'}",Q30591810,https://www.wikidata.org/entity/Q30591810,association of nonprofit investigative journalism organizations,OpenTapioca
4gaYS1sLQ,IDL-Reporteros,ORG,,,,,
OJFZ55fbU,Peru,GPE,"{'Republic of Peru', 'per', 'pe', '🇵🇪', 'República del Perú', 'Republica del Peru'}",Q419,https://www.wikidata.org/entity/Q419,sovereign state in South America,PyWikibot
i69vIPXjV,Lava Jato,ORG,,,,,
X8dRu6utb,Brazil,GPE,"{'BR', 'Brasil', 'br', 'BRA', '🇧🇷', 'Federative Republic of Brazil'}",Q155,https://www.wikidata.org/entity/Q155,country in South America,PyWikibot
HoAIA0Skm,Lava Juez,ORG,,,,,
m6VyXhZ80,Sheila Coronel,PERSON,,Q7493030,https://www.wikidata.org/entity/Q7493030,Filipino writer,OpenTapioca
AAerXS6qZ,Columbia University Graduate School of Journalism,ORG,"{""Columbia University's Graduate School of Journalism"", 'Graduate School of Journalism, Columbia University', 'Columbia Journalism School', 'Columbia University School of Journalism', 'Columbia Graduate School of Journalism'}",Q844673,https://www.wikidata.org/entity/Q844673,journalism school at Columbia University,OpenTapioca
ZILoeyBSr,The Profiteers,PRODUCT,,,,,
edZ3dzHz3,Kenya,GPE,"{'ke', 'KE', '🇰🇪', 'Republic of Kenya', 'KEN'}",Q114,https://www.wikidata.org/entity/Q114,country in Eastern Africa,OpenTapioca
MkVouB3Y7,News24,PUBLICATION,,,,,
2N4vr1vud,Desmond Nair,PERSON,,,,,
VH9PqXoAN,Pretoria chief magistrate,POSITION,,,,,
7WmTUuD3Y,chief magistrate,POSITION,,,,,
dBDTasYKM,Minister of Justice and Correctional Services,POSITION,,,,,
stwHSi5Mc,Global Technology Systems,ORG,{'GTS'},,,,
Y0dJCjIwC,Zondo and his commission,ORG,,,,,
5dwzYnYzI,Black Lawyers Association,ORG,{'BLA'},,,,
WYRTlXolY,Mashudu Kutama,PERSON,,,,,
u55iPg0CY,Collin Matjila,PERSON,,,,,
4wOk465H6,United Emirates,GPE,,,,,
UZY9qtfnt,Senzo Mchunu,PERSON,{'Edward Senzo Mchunu'},Q16192838,https://www.wikidata.org/entity/Q16192838,South African politician,OpenTapioca
qfw1bG2yy,Minister of Public Service and Administration,POSITION,,,,,
LADMjydCG,Sunday Times,ORG,,,,,
1JjgzpyPX,Atul Gupta,PERSON,,,,,
QxwWuuw5t,Rajesh Gupta,PERSON,,,,,
94bb6gJeV,Global Magnitsky Human Rights Accountability Act,LAW,,,,,
oiWyEzKIr,Frans Vorster,PERSON,,,,,
ofBu6o6sq,premier,POSITION,,,,,
n8I7LNpBR,Gauteng premier,POSITION,,,,,
3srqm5VkE,Boksburg,GPE,,,,,
JGtpxKtkR,Elliot,GPE,,,,,
60O8SjpcN,Eastern Cape,GPE,"{'province of Eastern Cape', 'province of the Eastern Cape', 'Eastern Cape Province'}",Q130840,https://www.wikidata.org/entity/Q130840,province of South Africa,OpenTapioca
OyeDW81Hf,lam,PRODUCT,,,,,
fvInFmYeO,StateCaptureInquiry,EVENT,,,,,
FXuWzKvIi,Mokonyane not aware of any allegations against her at state capture commission,POSITION,,,,,
8Gxg1VQK1,Trevor White,PERSON,,,,,
8WqIOYsF7,PricewaterhouseCoopers,ORG,"{'PwC', 'pwc.com', 'PwC network'}",Q488048,https://www.wikidata.org/entity/Q488048,multinational professional services brand,OpenTapioca
Ui99Rouso,Johan Wessel Booysen,PERSON,,,,,
39lJinCtp,Amigos case,EVENT,,,,,
5TBT3FiRT,Mike Mabuyakhulu,PERSON,,,,,
PsWUSnPFZ,Peggy Nkonyeni,PERSON,{'Neliswa Peggy Nkonyeni'},Q105953879,https://www.wikidata.org/entity/Q105953879,South African politician,OpenTapioca
tPGLgjoMW,Lawrence Mrwebi,PERSON,,,,,
xfR0FYNvz,Special Director of Public Prosecutions,POSITION,,,,,
olXyu67RC,Anthony Mosing,PERSON,,,,,
UfGdE228A,KwaZulu-Natal,ORG,"{'KwaZulu/Natal', 'KZN', 'KwaZulu-Natal Province', 'province of KwaZulu-Natal'}",Q81725,https://www.wikidata.org/entity/Q81725,province of South Africa,PyWikibot
apovqr6Yt,deputy prosecutions boss,POSITION,,,,,
TL1doVfBK,Simphiwe Mlotshwa,PERSON,,,,,
mNED9bXCP,Mboniseni Majola,PERSON,,,,,
xvZxkQFf5,Mhlathuze Water Board,ORG,,,,,
MlZRLnE4R,Johan Booysen,PERSON,,,,,
inl0O32uX,Directorate for Priority Crime Investigation,ORG,"{'DPCI', 'Hawks'}",,,,
3phDxxmXr,KwaZulu-Natal Hawks,ORG,,,,,
PwBlMvzX6,Sello Maema,PERSON,,,,,
lCexpyIas,Andrew Chauke,PERSON,,,,,
0hPBOpOBF,chief financial officer,POSITION,"{'chief financial officer (CFO)', 'chief financial and operating officer', 'finance director', 'CFOO', 'FD', 'CFO', 'Finance Director'}",Q623268,https://www.wikidata.org/wiki/Q623268,corporate title,OpenTapioca
kXmySNL3O,Oupa Ramogibe,PERSON,,,,,
9MHpMgTCb,Tshidi Buthelezi,PERSON,,,,,
W6yOiEZAZ,Phindile Baleni,PERSON,,,,,
wdr7CKC6r,The office of the Presidency,ORG,,,,,
P4LcYAMJU,Office of the Presidency,ORG,,,,,
dOjD3ehHb,Union Buildings,FAC,,Q2264091,https://www.wikidata.org/entity/Q2264091,"government headquarters in Pretoria, South Africa",PyWikibot
kM1bA8Lbr,Zuma's sister-in-law,PERSON,,,,,
3ahTgMF2g,Jill Hallett,PERSON,,,,,
OdicUunvi,Joan Swanepoel,PERSON,,,,,
jkl8N2GvG,nanas,ORG,,,,,
XPnfxO5Mr,culpable homicide,EVENT,,,,,
wj9kJUYXA,Mmusi Maimane,PERSON,{'Mmusi Aloysias Maimane'},Q6885827,https://www.wikidata.org/entity/Q6885827,South African politician,PyWikibot
zhpn5oc3C,party political issue,ORG,,,,,
DNNNeXVgm,Zweli Mkhize,PERSON,"{'Zweli Lawrence Mkhize', 'Zwelini Lawrence Mkhize', 'Zwelini Mkhize'}",Q243833,https://www.wikidata.org/entity/Q243833,South African politician,OpenTapioca
D8T7bs0r6,ANC treasurer general,POSITION,,,,,
cADMBkfwB,Corruption allegations against Bosasa,EVENT,,,,,
ZTx3fu6MJ,Krugersdorp,GPE,,,,,
jfpLCuuCx,Colonel,POSITION,,,,,
t09cVHz53,Investigating Directorate,ORG,{'ID'},,,,
gXalLEAzc,Euroblitz,ORG,,,,,
wVsHv8Ga3,2015,DATE,,,,,
a7fUoql2t,head of the national executive,ORG,,,,,
5bsNbD3gP,Dali Mpofu SC,PERSON,,,,,
XvFTWKqmR,"SARS ""rogue unit""",ORG,,,,,
HIlgrJtnN,attorney,OCCUPATION,,,,,
aULmqLaps,last month's unrest,EVENT,,,,,
8ZA5mcKJp,general secretary,POSITION,"{'secretary general', 'Secretary (title)', 'Secretary', 'first secretary', 'General Secretary', 'secretaries (general)', 'secretary-general', 'Secretary-General'}",Q6501749,https://www.wikidata.org/wiki/Q6501749,leader or chief officer of an organisation,PyWikibot
ICaEcdTAf,president,PERSON,,,,,
9ncRfdgwb,Regiments Capital,ORG,,,,,
EFdyIf3AC,commissioner,POSITION,,,,,
jNgwgIZrv,Brian Biebuyck,PERSON,,,,,
VKzsrLRTk,Papa Leshabane,PERSON,,,,,
9gzgfItsb,Zondo gives Jacob Zuma new 'non-negotiable' dates to appear before state capture inquiry,EVENT,,,,,
DQe79G4r0,Chairperson of the state capture commission of inquiry,POSITION,,,,,
4mp2UfjKj,his much-anticipated criminal trial,EVENT,,,,,
1ZpmlOW2s,his much-anticipated criminal trial,ORG,,,,,
f8EEvi5S4,Jehan Mackay,PERSON,,,,,
WlTeROwAT,ENSafrica,ORG,,,,,
kpY8q9jMi,Free State asbestos scandal,EVENT,,,,,
2NgDPWo9U,Edwin Sodi,PERSON,,,,,
FhyvBgfCA,McKinsey,ORG,"{'McKinsey (surname)', 'McKinsey (family name)'}",Q6801999,https://www.wikidata.org/wiki/Q6801999,family name,PyWikibot
4zKwRYoJV,consultancy,INDUSTRY,,,,,
DmKENcuXR,Trillian,ORG,,,,,
AQuIuPd7d,Eric Wood,PERSON,,,,,
FcnIILsOp,What happened to R600m,EVENT,,,,,
IMOa2Vn87,Sipho Shabalala,PERSON,,,,,
dc4jkNjPN,Beatrice,PERSON,,,,,
B7WGiM6p8,Mahikeng,GPE,,,,,
dKGFoP4uI,South African Express,ORG,"{'South African Express Airways', 'South African Express Air', 'SA Express'}",Q1367831,https://www.wikidata.org/entity/Q1367831,defunct airline (South Africa),OpenTapioca
eWNxYA3o7,Pilanesberg,GPE,,,,,
UF6XsIC99,Agrizzi's k-word recording,EVENT,,,,,
egOQAJ3ea,Thabo Mbeki,PERSON,{'Thabo Mvuyelwa Mbeki'},Q101547,https://www.wikidata.org/entity/Q101547,"South African politician, former President of South Africa",OpenTapioca
LOlI4pFfV,Thabo Mbeki Foundation,ORG,,,,,
b3qZ2STyx,Essop Pahad,PERSON,{'Essop Goolam Pahad'},Q5399956,https://www.wikidata.org/entity/Q5399956,South African politician,OpenTapioca
4LyiC7k9B,Mpho Masemola,PERSON,,,,,
qLjrd26LA,Ex-Political Prisoners Association,ORG,,,,,
pz3jEOYLi,Zondo inquiry looking into state capture,EVENT,,,,,
4Ll592p2F,Government Communication Information Services,ORG,,,,,
cLhds6kbl,deputy justice,POSITION,,,,,
wGfcKpMys,Hlomane Chauke,PERSON,,,,,
tNpvmNG6z,Ranjeni Munusamy,PERSON,,,,,
irEtEWbzE,Tiso Blackstar,ORG,,,,,
lIW3oSRIM,Friends of Jacob Zuma Trust,ORG,,,,,
IHbgcOlxc,its own inquiry into media credibility and ethics,ORG,,,,,
vQOUbpFW4,Kathleen Satchwell,PERSON,,,,,
ILaTBb8wm,Atlantis Motors,ORG,,,,,
l98Te3zSH,Centurion,GPE,,,,,
LA2NwjJ1K,Umlazi,GPE,,,,,
QGsaePQqB,Durban,GPE,"{'Durban, South Africa'}",Q5468,https://www.wikidata.org/entity/Q5468,"city in KwaZulu-Natal, South Africa",OpenTapioca
HguBh3T4t,1985,DATE,,,,,
8VNXWLSFm,Jeff Radebe,PERSON,{'Jeffrey Thamsanqa Radebe'},Q1686353,https://www.wikidata.org/entity/Q1686353,South African politician,OpenTapioca
69adoHZGG,Ministry of Justice (Iran),POSITION,"{'Minister of Justice', 'Ministry of Justice of the Islamic Republic of Iran'}",Q2606340,https://www.wikidata.org/entity/Q2606340,justice ministry of Iran,PyWikibot
6CXGWs0kr,Yvonne Mokgoro,PERSON,,Q8062482,https://www.wikidata.org/entity/Q8062482,South African judge,OpenTapioca
sRE3g1nJ1,Constitutional Court Judge,POSITION,,,,,
a8pr3LhGf,inquiry into her fitness to hold office,ORG,,,,,
9gAevVE79,government,GPE,,,,,
ifuTTuj2s,Andile Ramaphosa,PERSON,,,,,
nvRbjBE0C,Paul Pretorius,PERSON,,,,,
T79W3t8WF,evidence leader advocate,POSITION,,,,,
hxCkDODqs,Zuma sought to 'exploit' status as ex-president,EVENT,,,,,
4h2QN5TdA,Aubrey,PERSON,,,,,
IrR95vI5x,Pretoria High Court,ORG,,,,,
2kTTun4qJ,Pieter Meyer,PERSON,,,,,
nxdC7qOCt,Elizabeth Kubushi,PERSON,,,,,
qZKqVe6Rd,Estina Dairy Project,EVENT,,,,,
0Ber9Y6wh,Duduzane Zumaappeared,PERSON,,,,,
M4kcPAFzg,Jet Airways,ORG,"{'Jet Airlines', 'Jet', 'Jet Air'}",Q727066,https://www.wikidata.org/entity/Q727066,airline based in India,PyWikibot
aAPHXgvlk,Gupta family,FAMILY,"{'Gupta home', 'Gupta', 'the Guptas'}",Q23304795,https://www.wikidata.org/wiki/Q23304795,South African business family,OpenTapioca
MeH4nGQQQ,national police commissioner,POSITION,,,,,
s8ovMbSa4,Richard Mdluli,PERSON,{'Richard Naggie Mdluli'},Q7327760,https://www.wikidata.org/entity/Q7327760,South African police officer,OpenTapioca
TQijYjLRI,Solomon Lazarus,PERSON,,,,,
tDS6o4GP9,the state-funded secret service,ORG,,,,,
mVBEKAK4t,state capture commission of inquiry,PERSON,,,,,
G5eFjVjdN,Shaun Abrahams,PERSON,,Q44480035,https://www.wikidata.org/entity/Q44480035,South African National Prosecution head,OpenTapioca
rd80MYYiQ,Ivan Pillay,PERSON,,,,,
RlafaKER6,Gordhan,PERSON,,,,,
4O8WE1gU7,Director-General,POSITION,"{'Tingzhang', 'Director-general'}",Q110946562,https://www.wikidata.org/wiki/Q110946562,head of provincial government department in China (PRC),PyWikibot
HuQoInEYn,director-general of National Treasury,POSITION,,,,,
